codMunicipio;Município;Estado;MUNICIPIO_ESTADO;IDHM;IDHM_R;IDHM_L;IDHM_E
5200050;Abadia de Goiás;GO;ABADIA DE GOIÁS-GO;0,708;0,687;0,83;0,622
3100104;Abadia dos Dourados;MG;ABADIA DOS DOURADOS-MG;0,689;0,693;0,839;0,563
5200100;Abadiânia;GO;ABADIÂNIA-GO;0,689;0,671;0,841;0,579
3100203;Abaeté;MG;ABAETÉ-MG;0,698;0,72;0,848;0,556
1500107;Abaetetuba;PA;ABAETETUBA-PA;0,628;0,579;0,798;0,537
2300101;Abaiara;CE;ABAIARA-CE;0,628;0,54;0,748;0,612
2900108;Abaíra;BA;ABAÍRA-BA;0,603;0,577;0,746;0,51
2900207;Abaré;BA;ABARÉ-BA;0,575;0,533;0,776;0,46
4100103;Abatiá;PR;ABATIÁ-PR;0,687;0,676;0,804;0,596
4200051;Abdon Batista;SC;ABDON BATISTA-SC;0,694;0,66;0,812;0,625
1500131;Abel Figueiredo;PA;ABEL FIGUEIREDO-PA;0,622;0,625;0,8;0,481
4200101;Abelardo Luz;SC;ABELARDO LUZ-SC;0,696;0,684;0,852;0,578
3100302;Abre Campo;MG;ABRE CAMPO-MG;0,654;0,646;0,823;0,525
2600054;Abreu E Lima;PE;ABREU E LIMA-PE;0,679;0,625;0,791;0,632
1700251;Abreulândia;TO;ABREULÂNDIA-TO;0,665;0,7;0,835;0,502
3100401;Acaiaca;MG;ACAIACA-MG;0,63;0,61;0,823;0,499
2100055;Açailândia;MA;AÇAILÂNDIA-MA;0,672;0,643;0,785;0,602
2900306;Acajutiba;BA;ACAJUTIBA-BA;0,582;0,56;0,723;0,487
1500206;Acará;PA;ACARÁ-PA;0,506;0,517;0,757;0,332
2300150;Acarape;CE;ACARAPE-CE;0,606;0,559;0,709;0,562
2300200;Acaraú;CE;ACARAÚ-CE;0,601;0,554;0,758;0,517
2400109;Acari;RN;ACARI-RN;0,679;0,633;0,779;0,634
2200053;Acauã;PI;ACAUÃ-PI;0,528;0,517;0,692;0,411
4300034;Aceguá;RS;ACEGUÁ-RS;0,687;0,703;0,852;0,541
2300309;Acopiara;CE;ACOPIARA-CE;0,595;0,563;0,724;0,517
5100102;Acorizal;MT;ACORIZAL-MT;0,628;0,594;0,816;0,51
1200013;Acrelândia;AC;ACRELÂNDIA-AC;0,604;0,584;0,808;0,466
5200134;Acreúna;GO;ACREÚNA-GO;0,686;0,71;0,822;0,553
2400208;Açu;RN;AÇU-RN;0,661;0,641;0,795;0,568
3100500;Açucena;MG;AÇUCENA-MG;0,61;0,595;0,844;0,451
3500105;Adamantina;SP;ADAMANTINA-SP;0,79;0,772;0,852;0,75
5200159;Adelândia;GO;ADELÂNDIA-GO;0,702;0,664;0,836;0,622
3500204;Adolfo;SP;ADOLFO-SP;0,73;0,71;0,844;0,648
4100202;Adrianópolis;PR;ADRIANÓPOLIS-PR;0,667;0,644;0,817;0,563
2900355;Adustina;BA;ADUSTINA-BA;0,546;0,526;0,718;0,432
2600104;Afogados da Ingazeira;PE;AFOGADOS DA INGAZEIRA-PE;0,657;0,623;0,807;0,565
2400307;Afonso Bezerra;RN;AFONSO BEZERRA-RN;0,585;0,56;0,713;0,502
3200102;Afonso Cláudio;ES;AFONSO CLÁUDIO-ES;0,667;0,661;0,825;0,544
2100105;Afonso Cunha;MA;AFONSO CUNHA-MA;0,529;0,471;0,725;0,434
2600203;Afrânio;PE;AFRÂNIO-PE;0,588;0,542;0,761;0,493
1500305;Afuá;PA;AFUÁ-PA;0,489;0,485;0,774;0,311
2600302;Agrestina;PE;AGRESTINA-PE;0,592;0,581;0,76;0,47
2200103;Agricolândia;PI;AGRICOLÂNDIA-PI;0,599;0,55;0,742;0,526
4200200;Agrolândia;SC;AGROLÂNDIA-SC;0,725;0,727;0,827;0,633
4200309;Agronômica;SC;AGRONÔMICA-SC;0,741;0,774;0,884;0,595
1500347;Água Azul do Norte;PA;ÁGUA AZUL DO NORTE-PA;0,564;0,563;0,797;0,399
3100609;Água Boa;MT;ÁGUA BOA-MT;0,729;0,723;0,829;0,646
5100201;Água Boa;MG;ÁGUA BOA-MG;0,576;0,594;0,799;0,403
2200202;Água Branca;PI;ÁGUA BRANCA-PI;0,639;0,6;0,763;0,569
2500106;Água Branca;PB;ÁGUA BRANCA-PB;0,572;0,542;0,712;0,484
2700102;Água Branca;AL;ÁGUA BRANCA-AL;0,549;0,527;0,728;0,432
5000203;Água Clara;MS;ÁGUA CLARA-MS;0,67;0,705;0,823;0,518
3100708;Água Comprida;MG;ÁGUA COMPRIDA-MG;0,675;0,719;0,86;0,498
4200408;Água Doce;SC;ÁGUA DOCE-SC;0,698;0,724;0,82;0,574
2100154;Água Doce do Maranhão;MA;ÁGUA DOCE DO MARANHÃO-MA;0,5;0,494;0,697;0,363
3200169;Água Doce do Norte;ES;ÁGUA DOCE DO NORTE-ES;0,652;0,619;0,819;0,546
2900405;Água Fria;BA;ÁGUA FRIA-BA;0,55;0,529;0,747;0,422
5200175;Água Fria de Goiás;GO;ÁGUA FRIA DE GOIÁS-GO;0,671;0,672;0,817;0,55
5200209;Água Limpa;GO;ÁGUA LIMPA-GO;0,722;0,691;0,821;0,663
2400406;Água Nova;RN;ÁGUA NOVA-RN;0,616;0,527;0,776;0,572
2600401;Água Preta;PE;ÁGUA PRETA-PE;0,553;0,514;0,761;0,432
4300059;Água Santa;RS;ÁGUA SANTA-RS;0,75;0,84;0,85;0,59
3500303;Aguaí;SP;AGUAÍ-SP;0,715;0,703;0,858;0,606
3100807;Aguanil;MG;AGUANIL-MG;0,663;0,672;0,845;0,513
2600500;Águas Belas;PE;ÁGUAS BELAS-PE;0,526;0,546;0,691;0,385
3500402;Águas da Prata;SP;ÁGUAS DA PRATA-SP;0,781;0,75;0,886;0,716
4200507;Águas de Chapecó;SC;ÁGUAS DE CHAPECÓ-SC;0,713;0,712;0,811;0,629
3500501;Águas de Lindóia;SP;ÁGUAS DE LINDÓIA-SP;0,745;0,725;0,846;0,675
3500550;Águas de Santa Bárbara;SP;ÁGUAS DE SANTA BÁRBARA-SP;0,757;0,744;0,84;0,695
3500600;Águas de São Pedro;SP;ÁGUAS DE SÃO PEDRO-SP;0,854;0,849;0,89;0,825
3100906;Águas Formosas;MG;ÁGUAS FORMOSAS-MG;0,645;0,624;0,811;0,531
4200556;Águas Frias;SC;ÁGUAS FRIAS-SC;0,745;0,728;0,86;0,661
5200258;Águas Lindas de Goiás;GO;ÁGUAS LINDAS DE GOIÁS-GO;0,686;0,647;0,848;0,588
4200606;Águas Mornas;SC;ÁGUAS MORNAS-SC;0,723;0,731;0,853;0,606
3101003;Águas Vermelhas;MG;ÁGUAS VERMELHAS-MG;0,601;0,586;0,808;0,458
4300109;Agudo;RS;AGUDO-RS;0,694;0,752;0,847;0,524
3500709;Agudos;SP;AGUDOS-SP;0,745;0,705;0,845;0,694
4100301;Agudos do Sul;PR;AGUDOS DO SUL-PR;0,66;0,671;0,79;0,543
3200136;Águia Branca;ES;ÁGUIA BRANCA-ES;0,678;0,66;0,792;0,595
2500205;Aguiar;PB;AGUIAR-PB;0,597;0,632;0,753;0,447
1700301;Aguiarnópolis;TO;AGUIARNÓPOLIS-TO;0,657;0,618;0,804;0,571
3101102;Aimorés;MG;AIMORÉS-MG;0,684;0,685;0,81;0,576
2900603;Aiquara;BA;AIQUARA-BA;0,583;0,573;0,733;0,471
2300408;Aiuaba;CE;AIUABA-CE;0,569;0,518;0,749;0,474
3101201;Aiuruoca;MG;AIURUOCA-MG;0,668;0,677;0,871;0,505
4300208;Ajuricaba;RS;AJURICABA-RS;0,753;0,763;0,85;0,658
3101300;Alagoa;MG;ALAGOA-MG;0,649;0,634;0,832;0,518
2500304;Alagoa Grande;PB;ALAGOA GRANDE-PB;0,582;0,576;0,797;0,43
2500403;Alagoa Nova;PB;ALAGOA NOVA-PB;0,576;0,567;0,749;0,451
2500502;Alagoinha;PE;ALAGOINHA-PE;0,599;0,569;0,801;0,472
2600609;Alagoinha;PB;ALAGOINHA-PB;0,595;0,574;0,795;0,462
2200251;Alagoinha do Piauí;PI;ALAGOINHA DO PIAUÍ-PI;0,531;0,535;0,716;0,391
2900702;Alagoinhas;BA;ALAGOINHAS-BA;0,683;0,681;0,79;0,592
3500758;Alambari;SP;ALAMBARI-SP;0,712;0,682;0,805;0,658
3101409;Albertina;MG;ALBERTINA-MG;0,673;0,684;0,813;0,549
2100204;Alcântara;MA;ALCÂNTARA-MA;0,573;0,525;0,753;0,475
2300507;Alcântaras;CE;ALCÂNTARAS-CE;0,6;0,549;0,751;0,524
2500536;Alcantil;PB;ALCANTIL-PB;0,578;0,55;0,765;0,458
5000252;Alcinópolis;MS;ALCINÓPOLIS-MS;0,711;0,733;0,858;0,572
2900801;Alcobaça;BA;ALCOBAÇA-BA;0,608;0,611;0,771;0,476
2100303;Aldeias Altas;MA;ALDEIAS ALTAS-MA;0,513;0,5;0,72;0,374
4300307;Alecrim;RS;ALECRIM-RS;0,672;0,683;0,852;0,522
3200201;Alegre;ES;ALEGRE-ES;0,721;0,708;0,839;0,63
4300406;Alegrete;RS;ALEGRETE-RS;0,74;0,72;0,849;0,664
2200277;Alegrete do Piauí;PI;ALEGRETE DO PIAUÍ-PI;0,585;0,564;0,749;0,475
4300455;Alegria;RS;ALEGRIA-RS;0,695;0,717;0,818;0,572
3101508;Além Paraíba;MG;ALÉM PARAÍBA-MG;0,726;0,713;0,857;0,626
1500404;Alenquer;PA;ALENQUER-PA;0,564;0,529;0,779;0,436
2400505;Alexandria;RN;ALEXANDRIA-RN;0,606;0,581;0,779;0,491
5200308;Alexânia;GO;ALEXÂNIA-GO;0,682;0,664;0,841;0,568
3101607;Alfenas;MG;ALFENAS-MG;0,761;0,737;0,841;0,712
3200300;Alfredo Chaves;ES;ALFREDO CHAVES-ES;0,71;0,703;0,832;0,611
3500808;Alfredo Marcondes;SP;ALFREDO MARCONDES-SP;0,741;0,682;0,84;0,71
3101631;Alfredo Vasconcelos;MG;ALFREDO VASCONCELOS-MG;0,675;0,629;0,834;0,587
4200705;Alfredo Wagner;SC;ALFREDO WAGNER-SC;0,668;0,702;0,882;0,481
2500577;Algodão de Jandaíra;PB;ALGODÃO DE JANDAÍRA-PB;0,548;0,532;0,749;0,413
2500601;Alhandra;PB;ALHANDRA-PB;0,582;0,544;0,778;0,465
2600708;Aliança;PE;ALIANÇA-PE;0,604;0,565;0,799;0,488
1700350;Aliança do Tocantins;TO;ALIANÇA DO TOCANTINS-TO;0,663;0,61;0,801;0,596
2900900;Almadina;BA;ALMADINA-BA;0,563;0,563;0,751;0,421
1700400;Almas;TO;ALMAS-TO;0,636;0,616;0,796;0,524
1500503;Almeirim;PA;ALMEIRIM-PA;0,642;0,659;0,809;0,497
3101706;Almenara;MG;ALMENARA-MG;0,642;0,636;0,803;0,518
2400604;Almino Afonso;RN;ALMINO AFONSO-RN;0,624;0,578;0,739;0,568
4100400;Almirante Tamandaré;PR;ALMIRANTE TAMANDARÉ-PR;0,699;0,706;0,84;0,575
4300471;Almirante Tamandaré do Sul;RS;ALMIRANTE TAMANDARÉ DO SUL-RS;0,74;0,732;0,828;0,669
5200506;Aloândia;GO;ALOÂNDIA-GO;0,697;0,694;0,834;0,585
3101805;Alpercata;MG;ALPERCATA-MG;0,646;0,629;0,824;0,521
4300505;Alpestre;RS;ALPESTRE-RS;0,671;0,7;0,795;0,543
3101904;Alpinópolis;MG;ALPINÓPOLIS-MG;0,725;0,703;0,862;0,629
5100250;Alta Floresta;MT;ALTA FLORESTA-MT;0,714;0,709;0,817;0,629
1100015;Alta Floresta D'Oeste;RO;ALTA FLORESTA D'OESTE-RO;0,641;0,657;0,763;0,526
3500907;Altair;SP;ALTAIR-SP;0,687;0,698;0,8;0,581
1500602;Altamira;PA;ALTAMIRA-PA;0,665;0,662;0,811;0,548
2100402;Altamira do Maranhão;MA;ALTAMIRA DO MARANHÃO-MA;0,549;0,486;0,719;0,473
4100459;Altamira do Paraná;PR;ALTAMIRA DO PARANÁ-PR;0,667;0,667;0,78;0,571
2300606;Altaneira;CE;ALTANEIRA-CE;0,602;0,547;0,774;0,515
3102001;Alterosa;MG;ALTEROSA-MG;0,668;0,657;0,847;0,536
2600807;Altinho;PE;ALTINHO-PE;0,598;0,559;0,792;0,482
3501004;Altinópolis;SP;ALTINÓPOLIS-SP;0,73;0,726;0,843;0,635
1400050;Alto Alegre;RS;ALTO ALEGRE-RS;0,747;0,756;0,859;0,642
3501103;Alto Alegre;SP;ALTO ALEGRE-SP;0,7;0,683;0,817;0,616
4300554;Alto Alegre;RR;ALTO ALEGRE-RR;0,542;0,518;0,813;0,379
2100436;Alto Alegre do Maranhão;MA;ALTO ALEGRE DO MARANHÃO-MA;0,554;0,516;0,744;0,444
2100477;Alto Alegre do Pindaré;MA;ALTO ALEGRE DO PINDARÉ-MA;0,558;0,465;0,774;0,483
1100379;Alto Alegre dos Parecis;RO;ALTO ALEGRE DOS PARECIS-RO;0,592;0,603;0,777;0,443
5100300;Alto Araguaia;MT;ALTO ARAGUAIA-MT;0,704;0,712;0,802;0,612
4200754;Alto Bela Vista;SC;ALTO BELA VISTA-SC;0,755;0,734;0,882;0,664
5100359;Alto Boa Vista;MT;ALTO BOA VISTA-MT;0,651;0,613;0,803;0,561
3102050;Alto Caparaó;MG;ALTO CAPARAÓ-MG;0,661;0,666;0,842;0,514
2400703;Alto do Rodrigues;RN;ALTO DO RODRIGUES-RN;0,672;0,647;0,8;0,585
4300570;Alto Feliz;RS;ALTO FELIZ-RS;0,734;0,74;0,886;0,603
5100409;Alto Garças;MT;ALTO GARÇAS-MT;0,701;0,707;0,835;0,583
5200555;Alto Horizonte;GO;ALTO HORIZONTE-GO;0,719;0,709;0,841;0,624
3153509;Alto Jequitibá;MG;ALTO JEQUITIBÁ-MG;0,66;0,66;0,787;0,554
2200301;Alto Longá;PI;ALTO LONGÁ-PI;0,585;0,567;0,751;0,47
5100508;Alto Paraguai;MT;ALTO PARAGUAI-MT;0,638;0,612;0,784;0,541
1100403;Alto Paraíso;PR;ALTO PARAÍSO-PR;0,678;0,677;0,829;0,556
4128625;Alto Paraíso;RO;ALTO PARAÍSO-RO;0,625;0,664;0,804;0,457
5200605;Alto Paraíso de Goiás;GO;ALTO PARAÍSO DE GOIÁS-GO;0,713;0,723;0,819;0,611
4100608;Alto Paraná;PR;ALTO PARANÁ-PR;0,696;0,679;0,846;0,587
2100501;Alto Parnaíba;MA;ALTO PARNAÍBA-MA;0,633;0,683;0,785;0,474
4100707;Alto Piquiri;PR;ALTO PIQUIRI-PR;0,676;0,669;0,798;0,578
3102100;Alto Rio Doce;MG;ALTO RIO DOCE-MG;0,62;0,595;0,828;0,483
3200359;Alto Rio Novo;ES;ALTO RIO NOVO-ES;0,664;0,634;0,815;0,567
2300705;Alto Santo;CE;ALTO SANTO-CE;0,601;0,563;0,774;0,499
5100607;Alto Taquari;MT;ALTO TAQUARI-MT;0,705;0,736;0,833;0,571
4100509;Altônia;PR;ALTÔNIA-PR;0,721;0,69;0,848;0,641
2200400;Altos;PI;ALTOS-PI;0,614;0,59;0,767;0,512
3501152;Alumínio;SP;ALUMÍNIO-SP;0,766;0,729;0,841;0,732
1300029;Alvarães;AM;ALVARÃES-AM;0,527;0,499;0,778;0,377
3102209;Alvarenga;MG;ALVARENGA-MG;0,592;0,589;0,798;0,441
3501202;Álvares Florence;SP;ÁLVARES FLORENCE-SP;0,728;0,701;0,806;0,683
3501301;Álvares Machado;SP;ÁLVARES MACHADO-SP;0,758;0,712;0,834;0,732
3501400;Álvaro de Carvalho;SP;ÁLVARO DE CARVALHO-SP;0,688;0,669;0,805;0,605
3501509;Alvinlândia;SP;ALVINLÂNDIA-SP;0,722;0,721;0,791;0,659
3102308;Alvinópolis;MG;ALVINÓPOLIS-MG;0,676;0,651;0,822;0,577
1700707;Alvorada;TO;ALVORADA-TO;0,708;0,677;0,843;0,623
4300604;Alvorada;RS;ALVORADA-RS;0,699;0,694;0,874;0,564
1100346;Alvorada D'Oeste;RO;ALVORADA D'OESTE-RO;0,643;0,654;0,763;0,534
3102407;Alvorada de Minas;MG;ALVORADA DE MINAS-MG;0,572;0,57;0,794;0,414
2200459;Alvorada do Gurguéia;PI;ALVORADA DO GURGUÉIA-PI;0,578;0,52;0,749;0,496
5200803;Alvorada do Norte;GO;ALVORADA DO NORTE-GO;0,66;0,64;0,819;0,548
4100806;Alvorada do Sul;PR;ALVORADA DO SUL-PR;0,708;0,695;0,826;0,617
1400027;Amajari;RR;AMAJARI-RR;0,484;0,437;0,815;0,319
5000609;Amambai;MS;AMAMBAI-MS;0,673;0,683;0,818;0,546
1600105;Amapá;AP;AMAPÁ-AP;0,642;0,631;0,79;0,532
2100550;Amapá do Maranhão;MA;AMAPÁ DO MARANHÃO-MA;0,52;0,503;0,688;0,406
4100905;Amaporã;PR;AMAPORÃ-PR;0,669;0,644;0,785;0,591
2600906;Amaraji;PE;AMARAJI-PE;0,58;0,575;0,748;0,454
4300638;Amaral Ferrador;RS;AMARAL FERRADOR-RS;0,624;0,664;0,802;0,457
5200829;Amaralina;GO;AMARALINA-GO;0,609;0,569;0,813;0,489
2200509;Amarante;PI;AMARANTE-PI;0,598;0,574;0,75;0,497
2100600;Amarante do Maranhão;MA;AMARANTE DO MARANHÃO-MA;0,555;0,541;0,716;0,441
2901007;Amargosa;BA;AMARGOSA-BA;0,625;0,616;0,807;0,492
1300060;Amaturá;AM;AMATURÁ-AM;0,56;0,499;0,773;0,455
2901106;Amélia Rodrigues;BA;AMÉLIA RODRIGUES-BA;0,666;0,609;0,81;0,6
2901155;América Dourada;BA;AMÉRICA DOURADA-BA;0,561;0,506;0,751;0,464
3501608;Americana;SP;AMERICANA-SP;0,811;0,8;0,876;0,76
5200852;Americano do Brasil;GO;AMERICANO DO BRASIL-GO;0,7;0,669;0,813;0,631
3501707;Américo Brasiliense;SP;AMÉRICO BRASILIENSE-SP;0,751;0,709;0,852;0,701
3501806;Américo de Campos;SP;AMÉRICO DE CAMPOS-SP;0,745;0,715;0,817;0,708
4300646;Ametista do Sul;RS;AMETISTA DO SUL-RS;0,682;0,697;0,809;0,562
2300754;Amontada;CE;AMONTADA-CE;0,606;0,503;0,761;0,582
5200902;Amorinópolis;GO;AMORINÓPOLIS-GO;0,681;0,672;0,813;0,579
2500734;Amparo;SP;AMPARO-SP;0,785;0,78;0,871;0,711
3501905;Amparo;PB;AMPARO-PB;0,606;0,537;0,752;0,551
2800100;Amparo de São Francisco;SE;AMPARO DE SÃO FRANCISCO-SE;0,611;0,569;0,728;0,55
3102506;Amparo do Serra;MG;AMPARO DO SERRA-MG;0,641;0,616;0,811;0,528
4101002;Ampére;PR;AMPÉRE-PR;0,709;0,699;0,824;0,62
2700201;Anadia;AL;ANADIA-AL;0,568;0,546;0,756;0,444
2901205;Anagé;BA;ANAGÉ-BA;0,54;0,549;0,771;0,371
4101051;Anahy;PR;ANAHY-PR;0,695;0,671;0,844;0,593
1500701;Anajás;PA;ANAJÁS-PA;0,484;0,506;0,774;0,29
2100709;Anajatuba;MA;ANAJATUBA-MA;0,581;0,523;0,762;0,492
3502002;Analândia;SP;ANALÂNDIA-SP;0,754;0,745;0,861;0,668
1300086;Anamã;AM;ANAMÃ-AM;0,594;0,537;0,741;0,526
1701002;Ananás;TO;ANANÁS-TO;0,671;0,621;0,804;0,605
1500800;Ananindeua;PA;ANANINDEUA-PA;0,718;0,684;0,821;0,658
5201108;Anápolis;GO;ANÁPOLIS-GO;0,737;0,737;0,822;0,66
1500859;Anapu;PA;ANAPU-PA;0,548;0,563;0,788;0,371
2100808;Anapurus;MA;ANAPURUS-MA;0,581;0,511;0,764;0,502
5000708;Anastácio;MS;ANASTÁCIO-MS;0,663;0,663;0,789;0,557
5000807;Anaurilândia;MS;ANAURILÂNDIA-MS;0,67;0,676;0,826;0,538
3200409;Anchieta;ES;ANCHIETA-ES;0,73;0,696;0,856;0,654
4200804;Anchieta;SC;ANCHIETA-SC;0,699;0,703;0,8;0,608
2901304;Andaraí;BA;ANDARAÍ-BA;0,555;0,54;0,764;0,415
4101101;Andirá;PR;ANDIRÁ-PR;0,725;0,69;0,838;0,66
2901353;Andorinha;BA;ANDORINHA-BA;0,588;0,586;0,731;0,474
3102605;Andradas;MG;ANDRADAS-MG;0,734;0,731;0,878;0,617
3502101;Andradina;SP;ANDRADINA-SP;0,779;0,762;0,885;0,702
4300661;André da Rocha;RS;ANDRÉ DA ROCHA-RS;0,72;0,738;0,837;0,605
3102803;Andrelândia;MG;ANDRELÂNDIA-MG;0,7;0,675;0,818;0,621
3502200;Angatuba;SP;ANGATUBA-SP;0,719;0,693;0,827;0,648
3102852;Angelândia;MG;ANGELÂNDIA-MG;0,597;0,594;0,756;0,473
5000856;Angélica;MS;ANGÉLICA-MS;0,697;0,692;0,839;0,582
2601003;Angelim;PE;ANGELIM-PE;0,572;0,555;0,751;0,448
4200903;Angelina;SC;ANGELINA-SC;0,687;0,699;0,797;0,581
2901403;Angical;BA;ANGICAL-BA;0,625;0,564;0,778;0,556
2200608;Angical do Piauí;PI;ANGICAL DO PIAUÍ-PI;0,63;0,61;0,737;0,555
1701051;Angico;TO;ANGICO-TO;0,648;0,576;0,773;0,612
2400802;Angicos;RN;ANGICOS-RN;0,624;0,606;0,756;0,53
3300100;Angra dos Reis;RJ;ANGRA DOS REIS-RJ;0,724;0,74;0,846;0,605
2901502;Anguera;BA;ANGUERA-BA;0,589;0,565;0,766;0,471
4101150;Ângulo;PR;ÂNGULO-PR;0,721;0,705;0,827;0,644
5201207;Anhanguera;GO;ANHANGUERA-GO;0,725;0,724;0,802;0,657
3502309;Anhembi;SP;ANHEMBI-SP;0,721;0,681;0,863;0,637
3502408;Anhumas;SP;ANHUMAS-SP;0,741;0,683;0,845;0,706
5201306;Anicuns;GO;ANICUNS-GO;0,714;0,695;0,834;0,627
2200707;Anísio de Abreu;PI;ANÍSIO DE ABREU-PI;0,594;0,534;0,768;0,512
4201000;Anita Garibaldi;SC;ANITA GARIBALDI-SC;0,688;0,667;0,826;0,592
4201109;Anitápolis;SC;ANITÁPOLIS-SC;0,674;0,699;0,836;0,524
1300102;Anori;AM;ANORI-AM;0,561;0,54;0,757;0,433
4300703;Anta Gorda;RS;ANTA GORDA-RS;0,74;0,742;0,868;0,63
2901601;Antas;BA;ANTAS-BA;0,592;0,573;0,739;0,491
4101200;Antonina;PR;ANTONINA-PR;0,687;0,686;0,838;0,564
2300804;Antonina do Norte;CE;ANTONINA DO NORTE-CE;0,599;0,55;0,772;0,506
2200806;Antônio Almeida;PI;ANTÔNIO ALMEIDA-PI;0,62;0,579;0,781;0,527
2901700;Antônio Cardoso;BA;ANTÔNIO CARDOSO-BA;0,561;0,544;0,768;0,422
3102902;Antônio Carlos;SC;ANTÔNIO CARLOS-SC;0,749;0,768;0,89;0,615
4201208;Antônio Carlos;MG;ANTÔNIO CARLOS-MG;0,683;0,65;0,838;0,584
3103009;Antônio Dias;MG;ANTÔNIO DIAS-MG;0,645;0,624;0,849;0,507
2901809;Antônio Gonçalves;BA;ANTÔNIO GONÇALVES-BA;0,598;0,58;0,741;0,498
5000906;Antônio João;MS;ANTÔNIO JOÃO-MS;0,643;0,633;0,799;0,526
2400901;Antônio Martins;RN;ANTÔNIO MARTINS-RN;0,578;0,554;0,76;0,458
4101309;Antônio Olinto;PR;ANTÔNIO OLINTO-PR;0,656;0,626;0,825;0,547
4300802;Antônio Prado;RS;ANTÔNIO PRADO-RS;0,758;0,777;0,835;0,671
3103108;Antônio Prado de Minas;MG;ANTÔNIO PRADO DE MINAS-MG;0,684;0,674;0,83;0,572
2500775;Aparecida;SP;APARECIDA-SP;0,755;0,735;0,828;0,706
3502507;Aparecida;PB;APARECIDA-PB;0,578;0,567;0,747;0,456
3502606;Aparecida D'Oeste;SP;APARECIDA D'OESTE-SP;0,721;0,697;0,804;0,67
5201405;Aparecida de Goiânia;GO;APARECIDA DE GOIÂNIA-GO;0,718;0,716;0,834;0,62
5201454;Aparecida do Rio Doce;GO;APARECIDA DO RIO DOCE-GO;0,693;0,7;0,814;0,583
1701101;Aparecida do Rio Negro;TO;APARECIDA DO RIO NEGRO-TO;0,651;0,593;0,791;0,588
5001003;Aparecida do Taboado;MS;APARECIDA DO TABOADO-MS;0,697;0,717;0,804;0,588
3300159;Aperibé;RJ;APERIBÉ-RJ;0,692;0,67;0,785;0,631
3200508;Apiacá;ES;APIACÁ-ES;0,673;0,659;0,841;0,549
5100805;Apiacás;MT;APIACÁS-MT;0,675;0,666;0,809;0,57
3502705;Apiaí;SP;APIAÍ-SP;0,71;0,662;0,835;0,647
2100832;Apicum-Açu;MA;APICUM-AÇU-MA;0,568;0,529;0,718;0,483
4201257;Apiúna;SC;APIÚNA-SC;0,708;0,735;0,827;0,584
2401008;Apodi;RN;APODI-RN;0,639;0,611;0,747;0,571
2901908;Aporá;BA;APORÁ-BA;0,548;0,516;0,751;0,425
5201504;Aporé;GO;APORÉ-GO;0,693;0,692;0,823;0,584
2901957;Apuarema;BA;APUAREMA-BA;0,552;0,555;0,735;0,413
4101408;Apucarana;PR;APUCARANA-PR;0,748;0,741;0,845;0,668
1300144;Apuí;AM;APUÍ-AM;0,637;0,621;0,772;0,54
2300903;Apuiarés;CE;APUIARÉS-CE;0,618;0,536;0,741;0,593
2800209;Aquidabã;SE;AQUIDABÃ-SE;0,578;0,573;0,747;0,452
5001102;Aquidauana;MS;AQUIDAUANA-MS;0,688;0,69;0,84;0,562
2301000;Aquiraz;CE;AQUIRAZ-CE;0,641;0,608;0,788;0,55
4201273;Arabutã;SC;ARABUTÃ-SC;0,733;0,744;0,863;0,614
2500809;Araçagi;PB;ARAÇAGI-PB;0,549;0,54;0,745;0,412
3103207;Araçaí;MG;ARAÇAÍ-MG;0,695;0,659;0,805;0,632
2800308;Aracaju;SE;ARACAJU-SE;0,77;0,784;0,823;0,708
3502754;Araçariguama;SP;ARAÇARIGUAMA-SP;0,704;0,717;0,814;0,597
2902054;Araçás;BA;ARAÇÁS-BA;0,57;0,54;0,744;0,462
2301109;Aracati;CE;ARACATI-CE;0,655;0,607;0,742;0,624
2902005;Aracatu;BA;ARACATU-BA;0,581;0,591;0,754;0,439
3502804;Araçatuba;SP;ARAÇATUBA-SP;0,788;0,782;0,841;0,744
2902104;Araci;BA;ARACI-BA;0,534;0,534;0,747;0,381
3103306;Aracitaba;MG;ARACITABA-MG;0,661;0,608;0,823;0,577
2301208;Aracoiaba;CE;ARACOIABA-CE;0,615;0,55;0,759;0,556
2601052;Araçoiaba;PE;ARAÇOIABA-PE;0,592;0,544;0,765;0,498
3502903;Araçoiaba da Serra;SP;ARAÇOIABA DA SERRA-SP;0,776;0,751;0,86;0,723
3200607;Aracruz;ES;ARACRUZ-ES;0,752;0,717;0,838;0,707
5201603;Araçu;GO;ARAÇU-GO;0,693;0,686;0,838;0,578
3103405;Araçuaí;MG;ARAÇUAÍ-MG;0,663;0,633;0,821;0,56
5201702;Aragarças;GO;ARAGARÇAS-GO;0,732;0,694;0,83;0,68
5201801;Aragoiânia;GO;ARAGOIÂNIA-GO;0,684;0,683;0,837;0,56
1701309;Aragominas;TO;ARAGOMINAS-TO;0,593;0,611;0,739;0,461
1701903;Araguacema;TO;ARAGUACEMA-TO;0,639;0,587;0,805;0,553
1702000;Araguaçu;TO;ARAGUAÇU-TO;0,675;0,642;0,796;0,602
5101001;Araguaiana;MT;ARAGUAIANA-MT;0,687;0,671;0,817;0,591
1702109;Araguaína;TO;ARAGUAÍNA-TO;0,752;0,727;0,821;0,712
5101209;Araguainha;MT;ARAGUAINHA-MT;0,701;0,65;0,844;0,627
